filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain
gunshot_gunfire__fsd50k__dev__346537__0172__r0__aug5.wav,gunshot_gunfire,FSD50K,346537,freesound:346537,gunshot_gunfire__fsd50k__dev__346537__0172__r0.wav,1d64c02037ee031a509bc338841e92e67c94853d3acd908d86d05077f2ac140c,45515c4b8ca247d0c6c0a03379ee568301f90f6d3a5b00caa49cfec4ed73f144,5,0.212041,44100,1.0,451,position_compression_background,0.233122,-5.346,1.0,,,1.6594,13.5254,3.47037214,2-95567-A-23.wav,breathing,esc50:95567,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug0.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,8066c209e4069f63ca1ccf1699901696094cccb979174237e65bda70ae0a8348,0,0.910454,44100,1.0,451,position_only,0.655758,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug1.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,3a271673d90f3268bd3c6ecd090549e5e19d923f9378150b6c4f78f1ecf341c6,1,0.910454,44100,1.0,451,position_gain,0.299461,-1.6064,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug2.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,340f86057fa7b5090f03ec3fd13b64480b87dd9e6cc4250d2e75c40ee701f1ed,2,0.910454,44100,1.0,451,position_gain_background,0.749696,-2.3207,1.0,,,1.0,13.2634,0.18860836,2-125966-A-11.wav,sea_waves,esc50:125966,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug3.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,91131bac37eddbaa05b6388a878b58e55d96641532bf489fbd3a9bb3d86dda56,3,0.910454,44100,1.0,451,position_filter_background,0.520391,1.3961,1.0,176.647,7577.626,1.0,19.7081,3.47817216,1-53501-A-32.wav,keyboard_typing,esc50:53501,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug4.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,8f80daa62701b3eee34b1cba6324ad43d7921cdcc1c44cc79c136ef619084f74,4,0.910454,44100,1.0,451,position_speed_gain,0.260862,-10.7745,0.971237,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346904__0173__r0__aug5.wav,gunshot_gunfire,FSD50K,346904,freesound:346904,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,336471e26435ccec0116feafc356e5febe887c30088301ba8b38f2654117d60f,038728d9f5fda30e4a6bebc0a2934b35c225c5c65d6028caabf4979a589caf3d,5,0.910454,44100,1.0,451,position_compression_background,0.350137,4.9023,1.0,,,1.26122,14.0557,1745.84464213,1-36400-A-23.wav,breathing,esc50:36400,0.97863856
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug0.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,9eca7b6618d170fb68f5bf330193a9b292de50a83b6e46b850a338f1b3b9b8a1,0,2.402063,44100,1.0,451,position_only,0.297254,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug1.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,727a394167a9b49744c8ca5e858c4d66795fa67c32d7bbaf15e3c83f080c63da,1,2.402063,44100,1.0,451,position_gain,0.742537,0.6168,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug2.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,6fd1f8ae52c3a9c5d25c6f86a24675ff620984ea00de6156646139bfa94d4f2a,2,2.402063,44100,1.0,451,position_gain_background,0.187571,-1.4539,1.0,,,1.0,11.4783,0.10531046,3-164120-A-11.wav,sea_waves,esc50:164120,1.0
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug3.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,35960f4b6d24b2ab2f042da85e9cdb1de4ccaed4947590084c49d065a51e713b,3,2.402063,44100,1.0,451,position_filter_background,0.716849,-8.1875,1.0,191.599,7758.796,1.0,14.9474,0.31457112,2-104168-A-32.wav,keyboard_typing,esc50:104168,1.0
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug4.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,e84bf8ab790ed460eabbac0b9d02c22b32ff6a9038aaed3a47a0ac27028fbcdb,4,2.402063,44100,1.0,451,position_speed_gain,0.663474,-2.5499,1.016799,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__346905__0174__r0__aug5.wav,gunshot_gunfire,FSD50K,346905,freesound:346905,gunshot_gunfire__fsd50k__dev__346905__0174__r0.wav,23acaa20f40bcd9296847819a65773b06c597a4980218e15bacebcf2c9349bd6,4fc8d47a45e25ec5409f09878fe24fc10913db936abdec95eca30b327546d7d8,5,2.402063,44100,1.0,451,position_compression_background,0.799831,-8.8315,1.0,,,1.70426,16.5997,0.24844997,2-88724-A-38.wav,clock_tick,esc50:88724,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug0.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,0974e7ef952fcd4c9e2dc87a287fcefc2de5b12043e514fafebb73d90ce4f71e,0,15.462381,44100,1.0,451,position_only,0.400362,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug1.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,ebdfcb3baed91ef0d3e476dc4805ae232c37f13191dc33c33a45de11638bb21a,1,15.462381,44100,1.0,451,position_gain,0.354803,-11.2296,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug2.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,dd5bba71729603d27f8e33201cd590c339838395737503bc54aa06d791f2d488,2,15.462381,44100,1.0,451,position_gain_background,0.199162,-11.8013,1.0,,,1.0,23.5168,0.03258492,1-61212-A-32.wav,keyboard_typing,esc50:61212,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug3.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,1a801424224425ec6b792ced0ce568f083faf1b7fa320543309f377023cedb9e,3,15.462381,44100,1.0,451,position_filter_background,0.572693,-3.2241,1.0,242.549,5849.964,1.0,13.8897,0.03998292,1-32373-B-35.wav,washing_machine,esc50:32373,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug4.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,cc129321d33add712176caf10cfbbbb0bfa62394a07bd32acff3d66ce938a808,4,15.462381,44100,1.0,451,position_speed_gain,0.446685,-1.4284,0.976787,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__34708__0175__r0__aug5.wav,gunshot_gunfire,FSD50K,34708,freesound:34708,gunshot_gunfire__fsd50k__dev__34708__0175__r0.wav,b26f18843ca6e7be1ad7071fff985a0c24475e6963b8680f48e61a37b52243c8,5ed247866f436393b3b35bb3aca0d653c4d0e0069759ce1dc2baf1610eb500c9,5,15.462381,44100,1.0,451,position_compression_background,0.63768,3.9622,1.0,,,1.51614,22.9858,0.41925564,1-21935-A-38.wav,clock_tick,esc50:21935,0.82268364
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug0.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,0fb39be2a55e7348b4b9f4974aff653f13f11131f6f70425e1f6ff81c627c44a,0,0.057392,44100,1.0,451,position_only,0.68986,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug1.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,4d70a835cfe874980df1d21ff3fda4aef727683556b7ce8a24e5d3847d76eeea,1,0.057392,44100,1.0,451,position_gain,0.659173,-10.757,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug2.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,fb4c8c1e1ac71e9c2f5e7114939c1bf3a3aac4a19910629ae97bf4032588ecc3,2,0.057392,44100,1.0,451,position_gain_background,0.331685,-11.483,1.0,,,1.0,17.3761,0.01214374,1-23996-B-35.wav,washing_machine,esc50:23996,1.0
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug3.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,a74201235fc25675fa20b006bce35dfeebaa20b4b239d1df36e14842403a5fb3,3,0.057392,44100,1.0,451,position_filter_background,0.651034,-7.581,1.0,217.376,6244.936,1.0,19.5138,0.01655477,3-135469-A-35.wav,washing_machine,esc50:135469,1.0
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug4.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,285587efaef8557484233009dce6d9ac84b968085f49c9a1f498fedf8d48cc0a,4,0.057392,44100,1.0,451,position_speed_gain,0.795752,3.8558,1.031298,,,1.0,,,,,,0.84123886
gunshot_gunfire__fsd50k__dev__348663__0176__r0__aug5.wav,gunshot_gunfire,FSD50K,348663,freesound:348663,gunshot_gunfire__fsd50k__dev__348663__0176__r0.wav,b3975b68365c36ab647b003b12fe83f35a96915f7caac67c84ad5718220df2a9,9e1789cb4ccf9310a39e12d7d20a414fa696c9810662d7037d752867087edef2,5,0.057392,44100,1.0,451,position_compression_background,0.481398,1.4396,1.0,,,1.21809,23.3124,0.09388063,1-28135-B-11.wav,sea_waves,esc50:28135,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug0.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,5852dde349d4f5f3a58dfd3401d090ffb371cc1e94548d2e6762e1370c97c508,0,0.825646,44100,1.0,451,position_only,0.224591,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug1.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,b62100bf1b20eb9ed3f1175fe5f59a3e0b39f22ab637bf4d8a1610a90e663f69,1,0.825646,44100,1.0,451,position_gain,0.48598,0.5066,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug2.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,846c8ace7b0f18f1040de9c8cbb343edfcafebc23ceea269d6ec6b8478f408b9,2,0.825646,44100,1.0,451,position_gain_background,0.395015,-10.7927,1.0,,,1.0,12.7009,0.11546702,2-98392-A-23.wav,breathing,esc50:98392,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug3.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,0528dc521f8ece22b12e6f385ab12326db456d9778b1e22124ba2aa9de50c220,3,0.825646,44100,1.0,451,position_filter_background,0.376318,4.8171,1.0,170.611,7257.821,1.0,15.6571,5916.57604773,1-36397-A-23.wav,breathing,esc50:36397,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug4.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,c6a317c97b16af5cd11003703f92eafb3103574166c16cd15a6a3f37b8d6a728,4,0.825646,44100,1.0,451,position_speed_gain,0.353616,-2.2054,0.965076,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348664__0177__r0__aug5.wav,gunshot_gunfire,FSD50K,348664,freesound:348664,gunshot_gunfire__fsd50k__dev__348664__0177__r0.wav,1c25f0cf1a42ea1761e920b138361f6f292d3c793f609c3987556eb2b5ab6680,703048a6440d3bd27e44a0e8b282217ce7b4f0409946ad2605a68af8532535e8,5,0.825646,44100,1.0,451,position_compression_background,0.546303,-7.8101,1.0,,,1.45596,22.9762,0.00959302,1-91359-B-11.wav,sea_waves,esc50:91359,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug0.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,be564b3f60c474afed79ac9fa761dd8c6ffa3495e61f7843fa66310301300782,0,1.883243,44100,1.0,451,position_only,0.537046,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug1.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,978db56245226096310d5106600dda6236a5f51ed5d2206de37825778befac3b,1,1.883243,44100,1.0,451,position_gain,0.654847,-10.8031,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug2.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,dcd589a4321766f509c0d9b14811ac3cfd2c3794eca4bc1c41f71cd88295da8d,2,1.883243,44100,1.0,451,position_gain_background,0.613848,3.8107,1.0,,,1.0,21.5377,0.23005647,2-127108-A-38.wav,clock_tick,esc50:127108,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug3.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,e31be093adb65b654700b32aef3e067e94594c21c797ca41b0087a55a8e60c55,3,1.883243,44100,1.0,451,position_filter_background,0.601487,1.0642,1.0,190.094,6682.348,1.0,17.3668,0.0401435,2-99795-A-32.wav,keyboard_typing,esc50:99795,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug4.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,b3e68c5648b07e265d3e5dfa51840e5f3430523533d8d610d10f3e921f7b58ae,4,1.883243,44100,1.0,451,position_speed_gain,0.302444,-0.2282,1.031923,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348665__0178__r0__aug5.wav,gunshot_gunfire,FSD50K,348665,freesound:348665,gunshot_gunfire__fsd50k__dev__348665__0178__r0.wav,677a2d28029d5231174ec5df2e5d34de345651f1f1274d59cbab53037938b8e2,7bd18f3654a8e5267edf7f017d04b80a97163461c5b0a7956899ae195a50b853,5,1.883243,44100,1.0,451,position_compression_background,0.785309,-7.3127,1.0,,,1.76361,15.2354,0.08163384,3-144120-A-32.wav,keyboard_typing,esc50:144120,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug0.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,2302bffc4f2e9926b1291a90c3b534b6af9b38afe3c3e74849aa2c05d6c82f87,0,0.820658,44100,1.0,451,position_only,0.48763,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug1.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,734d1e65a8a6c1d2c285866178a079f2c95c5516d332c34d9972476664ba1fa0,1,0.820658,44100,1.0,451,position_gain,0.686399,-3.0232,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug2.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,07d694a1094434c89ce2bfaf591b732a6ca9c12a00a86dd0cef162bf5eae4e14,2,0.820658,44100,1.0,451,position_gain_background,0.774933,-9.1639,1.0,,,1.0,10.4391,0.60240718,1-21935-A-38.wav,clock_tick,esc50:21935,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug3.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,b72c32ec39369dee739ce94c8e1cf8145cc35dbf71103ec2aaf7c44c45e0e255,3,0.820658,44100,1.0,451,position_filter_background,0.710671,1.5075,1.0,177.419,6438.411,1.0,15.172,0.2303913,3-164120-A-11.wav,sea_waves,esc50:164120,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug4.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,5fcba121d1af75ddd4670f653965b441c569da07f002891f30dfa5ca913a03ff,4,0.820658,44100,1.0,451,position_speed_gain,0.527078,2.1028,1.01286,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348666__0179__r0__aug5.wav,gunshot_gunfire,FSD50K,348666,freesound:348666,gunshot_gunfire__fsd50k__dev__348666__0179__r0.wav,60c6021a1364c2f6602e6c1d6a6cd31e4c8212e5f9dc87257832c08454f29619,def6073276b919948dec2d4da73921f90cd65994eecf43c79e6f3b88dcbdbcab,5,0.820658,44100,1.0,451,position_compression_background,0.542308,-5.5613,1.0,,,1.70484,24.6876,0.15752109,2-95567-A-23.wav,breathing,esc50:95567,1.0
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug0.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,95a4891ca2f30da704f47de71149f3421c7af018dbc096866ef4ce6b765edf10,0,0.212041,44100,1.0,451,position_only,0.783492,0.0,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug1.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,a3aef0f32014c040c30b6f991ff6948f9c91ef6af6f0c39552e418234b6a40a1,1,0.212041,44100,1.0,451,position_gain,0.442907,-2.9558,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug2.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,434676b4c1f999c0bc83684ca6c281898fbd01c2c771f6a8810ac0251a873321,2,0.212041,44100,1.0,451,position_gain_background,0.247635,-8.0281,1.0,,,1.0,24.3404,0.02404915,3-182710-A-35.wav,washing_machine,esc50:182710,1.0
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug3.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,c7531a565156451bab411cd579830178924d74f2e5afee714ebf13093ac74c13,3,0.212041,44100,1.0,451,position_filter_background,0.695585,-3.4958,1.0,193.89,6508.872,1.0,19.2355,0.06095115,2-59241-A-35.wav,washing_machine,esc50:59241,1.0
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug4.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,1fc0c8f9ae9e2fa89a6d6fc40974d63f52ddd97f0cfac4f27969906f00b2a058,4,0.212041,44100,1.0,451,position_speed_gain,0.385206,1.7542,1.004444,,,1.0,,,,,,0.81931218
gunshot_gunfire__fsd50k__dev__348670__0180__r0__aug5.wav,gunshot_gunfire,FSD50K,348670,freesound:348670,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,58dddbf071be104e66b5c597998f9f7686937bafcac7feeb326e6a60bff6a831,1f5614cf408232fdcd4042b38af6c082d0bcba8a0016d4eda957b114c55b7e3e,5,0.212041,44100,1.0,451,position_compression_background,0.724686,-0.677,1.0,,,1.23672,10.7645,0.39533453,3-164630-A-11.wav,sea_waves,esc50:164630,0.90747818
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug0.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,bd1d12144ad843987d5d0f5533fb6acf3a2347644409060ec295754b0f63eb94,0,0.261927,44100,1.0,451,position_only,0.5011,0.0,1.0,,,1.0,,,,,,0.99287791
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug1.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,e5e75eed8d79b05849ed1f22c24e2709b14d9bcdff0a11a224aefb955a97f9f2,1,0.261927,44100,1.0,451,position_gain,0.477196,-0.4587,1.0,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug2.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,3e0254182ec8bed5b2e4a7198b0bc600f80610e959c77ad9fb57d1e30aa13750,2,0.261927,44100,1.0,451,position_gain_background,0.383646,-7.2956,1.0,,,1.0,13.1918,0.53833907,3-156391-A-35.wav,washing_machine,esc50:156391,1.0
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug3.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,1b6ec857f149fdfd2bbda9ba492cb0ca34af6e9b8cb44f59894b55d4b67adafb,3,0.261927,44100,1.0,451,position_filter_background,0.463873,-10.9934,1.0,215.477,5952.456,1.0,23.2964,0.05817805,3-108160-A-23.wav,breathing,esc50:108160,1.0
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug4.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,48e75407b3f980ecbf6633b216f252f44e6123095ea49db92eabcfd9a4a3a713,4,0.261927,44100,1.0,451,position_speed_gain,0.759054,-1.1716,0.987933,,,1.0,,,,,,1.0
gunshot_gunfire__fsd50k__dev__348671__0181__r0__aug5.wav,gunshot_gunfire,FSD50K,348671,freesound:348671,gunshot_gunfire__fsd50k__dev__348671__0181__r0.wav,8c2d59722a22661ac5e957bbc7ae88a02ab156037f70f047a84af889647337f2,805916e78773685a89dc56c44841b72eb307403490c3a8bb6fe310dfbe83c47e,5,0.261927,44100,1.0,451,position_compression_background,0.631185,-3.195,1.0,,,1.68797,13.2686,0.64102438,2-124662-A-11.wav,sea_waves,esc50:124662,1.0
gunshot_gunfire__fsd50k__dev__348685__0182__r0__aug0.wav,gunshot_gunfire,FSD50K,348685,freesound:348685,gunshot_gunfire__fsd50k__dev__348685__0182__r0.wav,9a91493f5e4ade050ae1d485dc3f0bd300d4934c8eaea47b8ad7cc2723568eb0,2ce929f8cd65b0e204d85826f37ae99a3f8e297b9006abfa03beb08450edb1a0,0,0.022472,44100,1.0,451,position_only,0.224482,0.0,1.0,,,1.0,,,,,,0.99851309
