dataset_role,filename,category,original_category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels
train,gunshot_gunfire__fsd50k__dev__182806__0085__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,182806,182806.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__165391__0071__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,165391,165391.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__257364__0149__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,257364,257364.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__162258__0055__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,162258,162258.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__160355__0049__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,160355,160355.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__205011__0095__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,205011,205011.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__239137__0139__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,239137,239137.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__349217__0183__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,349217,349217.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__145609__0023__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,145609,145609.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__158979__0042__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,158979,158979.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__204010__0094__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,204010,204010.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__216312__0102__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,216312,216312.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__163456__0065__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,163456,163456.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__162263__0057__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,162263,162263.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__101961__0001__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,101961,101961.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__165394__0073__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,165394,165394.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__220130__0110__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,220130,220130.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__337166__0171__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,337166,337166.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__362471__0184__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,362471,362471.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__157800__0038__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,157800,157800.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__128297__0014__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,128297,128297.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,108047,108047.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__319008__0161__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,319008,319008.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__231245__0115__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,231245,231245.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,108046,108046.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__233321__0120__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,233321,233321.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__26141__0155__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,26141,26141.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__166192__0077__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,166192,166192.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__148828__0024__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,148828,148828.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__171475__0078__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,171475,171475.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__362487__0186__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,362487,362487.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__25037__0142__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,25037,25037.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__348670__0180__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,348670,348670.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__182431__0082__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,182431,182431.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__238247__0135__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,238247,238247.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__162398__0059__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,162398,162398.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__348685__0182__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,348685,348685.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__160773__0051__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,160773,160773.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__128296__0013__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,128296,128296.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__346537__0172__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,346537,346537.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__221457__0113__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,221457,221457.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__238245__0133__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,238245,238245.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,118450,118450.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__157801__0039__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,157801,157801.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__231248__0117__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,231248,231248.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__239138__0140__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,239138,239138.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__161970__0054__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,161970,161970.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__108043__0004__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,108043,108043.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__148832__0026__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,148832,148832.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__184418__0087__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,184418,184418.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__365905__0188__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,365905,365905.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__201713__0092__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,201713,201713.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__245602__0141__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,245602,245602.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__164666__0068__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,164666,164666.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__184275__0086__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,184275,184275.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__251004__0144__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,251004,251004.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__163455__0064__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,163455,163455.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__158978__0041__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,158978,158978.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__228611__0114__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,228611,228611.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__159703__0043__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,159703,159703.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__159710__0048__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,159710,159710.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__369781__0191__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,369781,369781.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__259539__0154__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,259539,259539.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__346904__0173__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,346904,346904.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__157207__0036__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,157207,157207.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__162403__0060__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,162403,162403.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__157206__0035__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,157206,157206.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__253438__0145__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,253438,253438.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__182790__0084__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,182790,182790.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__162397__0058__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,162397,162397.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__315858__0160__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,315858,315858.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__216319__0106__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,216319,216319.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,108045,108045.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__151065__0030__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,151065,151065.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__178180__0079__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,178180,178180.wav,gunshot_gunfire
train,siren__esc50__fold_1__76831__0006__r0.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-D-42.wav,siren
train,siren__fsd50k__dev__65152__0164__r1.wav,hazard_any,siren,,FSD50K,dev,65152,65152.wav,siren
train,siren__esc50__fold_2__70939__0190__r2.wav,hazard_any,siren,,ESC-50,fold_2,70939,2-70939-A-42.wav,siren
train,siren__esc50__fold_1__31482__0001__r0.wav,hazard_any,siren,,ESC-50,fold_1,31482,1-31482-B-42.wav,siren
train,siren__esc50__fold_3__62878__0111__r1.wav,hazard_any,siren,,ESC-50,fold_3,62878,3-62878-B-42.wav,siren
train,siren__fsd50k__dev__168621__0037__r0.wav,hazard_any,siren,,FSD50K,dev,168621,168621.wav,siren
train,siren__fsd50k__dev__381957__0156__r1.wav,hazard_any,siren,,FSD50K,dev,381957,381957.wav,siren
train,siren__fsd50k__dev__184623__0038__r0.wav,hazard_any,siren,,FSD50K,dev,184623,184623.wav,siren
train,siren__fsd50k__dev__159743__0028__r0.wav,hazard_any,siren,,FSD50K,dev,159743,159743.wav,siren
train,siren__fsd50k__dev__319751__0144__r1.wav,hazard_any,siren,,FSD50K,dev,319751,319751.wav,siren
train,siren__esc50__fold_1__76831__0004__r0.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-B-42.wav,siren
train,siren__fsd50k__dev__392801__0157__r1.wav,hazard_any,siren,,FSD50K,dev,392801,392801.wav,siren
train,siren__esc50__fold_2__70052__0011__r0.wav,hazard_any,siren,,ESC-50,fold_2,70052,2-70052-B-42.wav,siren
train,siren__esc50__fold_2__70938__0189__r2.wav,hazard_any,siren,,ESC-50,fold_2,70938,2-70938-A-42.wav,siren
train,siren__fsd50k__dev__326074__0059__r0.wav,hazard_any,siren,,FSD50K,dev,326074,326074.wav,siren
train,siren__esc50__fold_2__43802__0184__r2.wav,hazard_any,siren,,ESC-50,fold_2,43802,2-43802-A-42.wav,siren
train,siren__fsd50k__dev__202418__0041__r0.wav,hazard_any,siren,,FSD50K,dev,202418,202418.wav,siren
train,siren__fsd50k__dev__159753__0031__r0.wav,hazard_any,siren,,FSD50K,dev,159753,159753.wav,siren
train,siren__fsd50k__dev__67359__0079__r0.wav,hazard_any,siren,,FSD50K,dev,67359,67359.wav,siren
train,siren__esc50__fold_1__54084__0002__r0.wav,hazard_any,siren,,ESC-50,fold_1,54084,1-54084-A-42.wav,siren
train,siren__esc50__fold_1__31482__0089__r1.wav,hazard_any,siren,,ESC-50,fold_1,31482,1-31482-B-42.wav,siren
train,siren__fsd50k__dev__159753__0119__r1.wav,hazard_any,siren,,FSD50K,dev,159753,159753.wav,siren
train,siren__fsd50k__dev__159745__0117__r1.wav,hazard_any,siren,,FSD50K,dev,159745,159745.wav,siren
train,siren__fsd50k__dev__256469__0045__r0.wav,hazard_any,siren,,FSD50K,dev,256469,256469.wav,siren
train,siren__esc50__fold_1__76831__0092__r1.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-B-42.wav,siren
train,siren__fsd50k__dev__377125__0154__r1.wav,hazard_any,siren,,FSD50K,dev,377125,377125.wav,siren
train,siren__esc50__fold_2__43802__0008__r0.wav,hazard_any,siren,,ESC-50,fold_2,43802,2-43802-A-42.wav,siren
train,siren__esc50__fold_2__70052__0099__r1.wav,hazard_any,siren,,ESC-50,fold_2,70052,2-70052-B-42.wav,siren
train,siren__fsd50k__dev__98536__0087__r0.wav,hazard_any,siren,,FSD50K,dev,98536,98536.wav,siren
train,siren__fsd50k__dev__159754__0120__r1.wav,hazard_any,siren,,FSD50K,dev,159754,159754.wav,siren
train,siren__esc50__fold_2__70052__0010__r0.wav,hazard_any,siren,,ESC-50,fold_2,70052,2-70052-A-42.wav,siren
train,siren__fsd50k__dev__168258__0124__r1.wav,hazard_any,siren,,FSD50K,dev,168258,168258.wav,siren
train,siren__esc50__fold_2__70939__0014__r0.wav,hazard_any,siren,,ESC-50,fold_2,70939,2-70939-A-42.wav,siren
train,siren__fsd50k__dev__165166__0123__r1.wav,hazard_any,siren,,FSD50K,dev,165166,165166.wav,siren
train,siren__fsd50k__dev__322205__0145__r1.wav,hazard_any,siren,,FSD50K,dev,322205,322205.wav,siren
train,siren__fsd50k__dev__88121__0081__r0.wav,hazard_any,siren,,FSD50K,dev,88121,88121.wav,siren
train,siren__fsd50k__dev__201945__0128__r1.wav,hazard_any,siren,,FSD50K,dev,201945,201945.wav,siren
train,siren__fsd50k__dev__377126__0155__r1.wav,hazard_any,siren,,FSD50K,dev,377126,377126.wav,siren
train,siren__fsd50k__dev__165166__0035__r0.wav,hazard_any,siren,,FSD50K,dev,165166,165166.wav,siren
train,siren__esc50__fold_2__72688__0103__r1.wav,hazard_any,siren,,ESC-50,fold_2,72688,2-72688-A-42.wav,siren
train,siren__fsd50k__dev__108192__0024__r0.wav,hazard_any,siren,,FSD50K,dev,108192,108192.wav,siren
train,siren__esc50__fold_2__70052__0187__r2.wav,hazard_any,siren,,ESC-50,fold_2,70052,2-70052-B-42.wav,siren
train,siren__esc50__fold_3__51909__0107__r1.wav,hazard_any,siren,,ESC-50,fold_3,51909,3-51909-A-42.wav,siren
train,siren__fsd50k__dev__159745__0029__r0.wav,hazard_any,siren,,FSD50K,dev,159745,159745.wav,siren
train,siren__fsd50k__dev__315758__0055__r0.wav,hazard_any,siren,,FSD50K,dev,315758,315758.wav,siren
train,siren__fsd50k__dev__159755__0121__r1.wav,hazard_any,siren,,FSD50K,dev,159755,159755.wav,siren
train,siren__fsd50k__dev__338973__0150__r1.wav,hazard_any,siren,,FSD50K,dev,338973,338973.wav,siren
train,siren__fsd50k__dev__168258__0036__r0.wav,hazard_any,siren,,FSD50K,dev,168258,168258.wav,siren
train,siren__fsd50k__dev__315758__0143__r1.wav,hazard_any,siren,,FSD50K,dev,315758,315758.wav,siren
train,siren__fsd50k__dev__202418__0129__r1.wav,hazard_any,siren,,FSD50K,dev,202418,202418.wav,siren
train,siren__fsd50k__dev__162719__0122__r1.wav,hazard_any,siren,,FSD50K,dev,162719,162719.wav,siren
train,siren__esc50__fold_2__72688__0191__r2.wav,hazard_any,siren,,ESC-50,fold_2,72688,2-72688-A-42.wav,siren
train,siren__fsd50k__dev__46092__0075__r0.wav,hazard_any,siren,,FSD50K,dev,46092,46092.wav,siren
train,siren__fsd50k__dev__46092__0163__r1.wav,hazard_any,siren,,FSD50K,dev,46092,46092.wav,siren
train,siren__esc50__fold_1__76831__0183__r2.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-E-42.wav,siren
train,siren__fsd50k__dev__89683__0171__r1.wav,hazard_any,siren,,FSD50K,dev,89683,89683.wav,siren
train,siren__fsd50k__dev__201611__0039__r0.wav,hazard_any,siren,,FSD50K,dev,201611,201611.wav,siren
train,siren__fsd50k__dev__116664__0113__r1.wav,hazard_any,siren,,FSD50K,dev,116664,116664.wav,siren
train,siren__esc50__fold_1__76831__0182__r2.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-D-42.wav,siren
train,siren__esc50__fold_3__51376__0104__r1.wav,hazard_any,siren,,ESC-50,fold_3,51376,3-51376-A-42.wav,siren
train,siren__fsd50k__dev__67358__0166__r1.wav,hazard_any,siren,,FSD50K,dev,67358,67358.wav,siren
train,siren__fsd50k__dev__261593__0136__r1.wav,hazard_any,siren,,FSD50K,dev,261593,261593.wav,siren
train,siren__fsd50k__dev__208652__0131__r1.wav,hazard_any,siren,,FSD50K,dev,208652,208652.wav,siren
train,siren__esc50__fold_3__62878__0110__r1.wav,hazard_any,siren,,ESC-50,fold_3,62878,3-62878-A-42.wav,siren
train,siren__esc50__fold_1__76831__0095__r1.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-E-42.wav,siren
train,siren__fsd50k__dev__268809__0138__r1.wav,hazard_any,siren,,FSD50K,dev,268809,268809.wav,siren
train,siren__fsd50k__dev__262278__0049__r0.wav,hazard_any,siren,,FSD50K,dev,262278,262278.wav,siren
train,siren__fsd50k__dev__31482__0142__r1.wav,hazard_any,siren,,FSD50K,dev,31482,31482.wav,siren
train,siren__fsd50k__dev__184623__0126__r1.wav,hazard_any,siren,,FSD50K,dev,184623,184623.wav,siren
train,siren__fsd50k__dev__93643__0173__r1.wav,hazard_any,siren,,FSD50K,dev,93643,93643.wav,siren
train,siren__esc50__fold_1__76831__0003__r0.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-A-42.wav,siren
train,siren__esc50__fold_1__76831__0091__r1.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-A-42.wav,siren
train,siren__esc50__fold_1__76831__0007__r0.wav,hazard_any,siren,,ESC-50,fold_1,76831,1-76831-E-42.wav,siren
train,siren__fsd50k__dev__393662__0070__r0.wav,hazard_any,siren,,FSD50K,dev,393662,393662.wav,siren
train,siren__fsd50k__dev__322205__0057__r0.wav,hazard_any,siren,,FSD50K,dev,322205,322205.wav,siren
train,siren__fsd50k__dev__89683__0083__r0.wav,hazard_any,siren,,FSD50K,dev,89683,89683.wav,siren
train,siren__fsd50k__dev__203720__0130__r1.wav,hazard_any,siren,,FSD50K,dev,203720,203720.wav,siren
train,thunderstorm__fsd50k__dev__251629__0191__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,251629,251629.wav,thunderstorm
train,thunderstorm__fsd50k__dev__151192__0059__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,151192,151192.wav,thunderstorm
train,thunderstorm__fsd50k__dev__158982__0071__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,158982,158982.wav,thunderstorm
train,thunderstorm__fsd50k__dev__151191__0058__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,151191,151191.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199956__0126__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199956,199956.wav,thunderstorm
train,thunderstorm__fsd50k__dev__22933__0148__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,22933,22933.wav,thunderstorm
train,thunderstorm__fsd50k__dev__22929__0144__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,22929,22929.wav,thunderstorm
train,thunderstorm__fsd50k__dev__216255__0137__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,216255,216255.wav,thunderstorm
train,thunderstorm__fsd50k__dev__194842__0104__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,194842,194842.wav,thunderstorm
train,thunderstorm__fsd50k__dev__151194__0061__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,151194,151194.wav,thunderstorm
train,thunderstorm__fsd50k__dev__13585__0054__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,13585,13585.wav,thunderstorm
train,thunderstorm__fsd50k__dev__238626__0163__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,238626,238626.wav,thunderstorm
train,thunderstorm__fsd50k__dev__20048__0131__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,20048,20048.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199943__0117__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199943,199943.wav,thunderstorm
train,thunderstorm__fsd50k__dev__100011__0024__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,100011,100011.wav,thunderstorm
train,thunderstorm__fsd50k__dev__196034__0112__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,196034,196034.wav,thunderstorm
train,thunderstorm__fsd50k__dev__237542__0158__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,237542,237542.wav,thunderstorm
train,thunderstorm__fsd50k__dev__127862__0049__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,127862,127862.wav,thunderstorm
train,thunderstorm__fsd50k__dev__240368__0170__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,240368,240368.wav,thunderstorm
train,thunderstorm__esc50__fold_3__123224__0020__r0.wav,hazard_any,thunderstorm,,ESC-50,fold_3,123224,3-123224-A-19.wav,thunderstorm
train,thunderstorm__esc50__fold_3__144891__0023__r0.wav,hazard_any,thunderstorm,,ESC-50,fold_3,144891,3-144891-B-19.wav,thunderstorm
train,thunderstorm__fsd50k__dev__136383__0055__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,136383,136383.wav,thunderstorm
train,thunderstorm__fsd50k__dev__196033__0111__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,196033,196033.wav,thunderstorm
train,thunderstorm__esc50__fold_2__104105__0009__r0.wav,hazard_any,thunderstorm,,ESC-50,fold_2,104105,2-104105-B-19.wav,thunderstorm
train,thunderstorm__fsd50k__dev__158980__0069__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,158980,158980.wav,thunderstorm
train,thunderstorm__fsd50k__dev__151196__0063__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,151196,151196.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199953__0124__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199953,199953.wav,thunderstorm
train,thunderstorm__fsd50k__dev__213028__0134__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,213028,213028.wav,thunderstorm
train,thunderstorm__fsd50k__dev__122089__0042__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,122089,122089.wav,thunderstorm
train,thunderstorm__fsd50k__dev__127975__0050__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,127975,127975.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199950__0123__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199950,199950.wav,thunderstorm
train,thunderstorm__fsd50k__dev__238794__0168__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,238794,238794.wav,thunderstorm
train,thunderstorm__esc50__fold_3__103051__0017__r0.wav,hazard_any,thunderstorm,,ESC-50,fold_3,103051,3-103051-A-19.wav,thunderstorm
train,thunderstorm__fsd50k__dev__238689__0164__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,238689,238689.wav,thunderstorm
train,thunderstorm__fsd50k__dev__17059__0092__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,17059,17059.wav,thunderstorm
train,thunderstorm__fsd50k__dev__240793__0174__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,240793,240793.wav,thunderstorm
train,thunderstorm__fsd50k__dev__189729__0100__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,189729,189729.wav,thunderstorm
train,thunderstorm__fsd50k__dev__216269__0140__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,216269,216269.wav,thunderstorm
train,thunderstorm__fsd50k__dev__243780__0184__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,243780,243780.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199958__0128__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199958,199958.wav,thunderstorm
train,thunderstorm__fsd50k__dev__199959__0129__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,199959,199959.wav,thunderstorm
train,thunderstorm__fsd50k__dev__159685__0077__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,159685,159685.wav,thunderstorm
train,thunderstorm__fsd50k__dev__123359__0045__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,123359,123359.wav,thunderstorm
train,thunderstorm__fsd50k__dev__17153__0093__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,17153,17153.wav,thunderstorm
train,thunderstorm__fsd50k__dev__105304__0032__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,105304,105304.wav,thunderstorm
train,thunderstorm__fsd50k__dev__158981__0070__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,158981,158981.wav,thunderstorm
train,thunderstorm__fsd50k__dev__158987__0074__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,158987,158987.wav,thunderstorm
train,thunderstorm__fsd50k__dev__237725__0159__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,237725,237725.wav,thunderstorm
train,thunderstorm__fsd50k__dev__214052__0136__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,214052,214052.wav,thunderstorm
train,thunderstorm__fsd50k__dev__193334__0103__r0.wav,hazard_any,thunderstorm,,FSD50K,dev,193334,193334.wav,thunderstorm
